,Name,Count,Cluster
0,HEAT,811,0
1,GARLIC,735,0
2,CHEESE,642,0
3,STIR,375,0
4,PAN,364,0
5,LEMON,323,0
6,SIDE,310,0
7,RICE,296,0
8,SKILLET,280,0
9,HIGH,244,0
10,POT,239,0
11,COVER,230,0
12,STIRRING,218,0
13,TURKEY,205,0
14,TOMATO,196,0
15,PREHEAT,190,0
16,TENDER,187,0
17,BROTH,184,0
18,PORK,183,0
19,BEEF,182,0
20,EGG,180,0
21,GINGER,177,0
22,SPRINKLE,175,0
23,POUR,173,0
24,POTATO,172,0
25,LIME,171,0
26,SEASON,166,0
27,BOIL,163,0
28,ROAST,163,0
29,SHEET,163,0
30,SIMMER,158,0
31,GRILL,151,0
32,DRESSING,148,0
33,TOSS,143,0
34,CHILI,143,0
35,SOY,142,0
36,SAUTE,139,0
37,DESIRED,138,0
38,VINEGAR,138,0
39,SALAD,136,0
40,GOLDEN,134,0
41,SHRIMP,132,0
42,PARSLEY,131,0
43,TOGETHER,131,0
44,VEGETABLE,130,0
45,BASIL,128,0
46,SAUSAGE,126,0
47,EVENLY,122,0
48,SPINACH,122,0
49,TURN,122,0
50,RACK,121,0
51,CUMIN,121,0
52,CORN,117,0
53,ZUCCHINI,112,0
54,FISH,111,0
55,COOKER,111,0
56,CLOVE,110,0
57,HONEY,110,0
58,MAYONNAISE,109,0
59,REDUCE,107,0
60,SESAME,105,0
61,LAYER,104,0
62,TRANSFER,103,0
63,PAPER,103,0
64,COOL,102,0
65,DRAIN,102,0
66,THYME,102,0
67,BREAST,102,0
68,SOUP,101,0
69,STOCK,100,0
70,LETTUCE,99,0
71,PAPRIKA,99,0
72,COAT,99,0
73,MUSTARD,97,0
74,WARM,97,0
75,FOIL,95,0
76,AVOCADO,93,0
77,WINE,93,0
78,FLAVOR,93,0
79,BROCCOLI,93,0
80,SEASONING,91,0
81,PASTE,91,0
82,GARNISH,89,0
83,FRY,87,0
84,BLENDER,84,0
85,SALMON,84,0
86,EASY,84,0
87,TILL,83,0
88,CABBAGE,83,0
89,BOTTOM,83,0
90,MINUTE,81,0
91,CAYENNE,80,0
92,SLOW,78,0
93,BACON,77,0
94,COVERED,77,0
95,HAM,76,0
96,BONE,76,0
97,MARINADE,76,0
98,BLEND,75,0
99,READY,73,0
100,LID,72,0
101,WHISK,72,0
102,IMMEDIATELY,72,0
103,CELERY,72,0
104,SAUCEPAN,72,0
105,STEAK,71,0
106,CHOP,70,0
107,ARRANGE,70,0
108,PREPARE,70,0
109,DRIZZLE,69,0
110,SKIN,68,0
111,COLD,68,0
112,PUT,66,0
113,PLATE,66,0
114,ROASTING,65,0
115,APPLE,65,0
116,CENTER,65,0
117,PERFECT,65,0
118,MELTED,65,0
119,CHECK,65,0
120,MINT,64,0
121,TURNING,64,0
122,DONT,64,0
123,GENTLY,64,0
124,MEANWHILE,63,0
125,ROLL,62,0
126,CREAMY,62,0
127,THICK,61,0
128,QUINOA,61,0
129,ASPARAGUS,61,0
130,CRISP,60,0
131,SURE,60,0
132,SOUR,59,0
133,LINE,59,0
134,REFRIGERATE,59,0
135,RUB,58,0
136,STAND,58,0
137,SODIUM,58,0
138,THOROUGHLY,57,0
139,SLIGHTLY,57,0
140,CAULIFLOWER,56,0
141,ALLOW,56,0
142,SMOOTH,56,0
143,HOUR,55,0
144,RINSE,55,0
145,REFRIGERATOR,55,0
146,DAY,54,0
147,CURRY,53,0
148,BALSAMIC,53,0
149,PRESSURE,53,0
150,CASSEROLE,52,0
151,TOFU,52,0
152,FORK,51,0
153,DILL,51,0
154,DISCARD,50,0
155,ONTO,50,0
156,SPICE,50,0
157,SPAGHETTI,50,0
158,CORNSTARCH,50,0
159,GRILLED,48,0
160,BIT,48,0
161,PEEL,47,0
162,MELT,47,0
163,PROCESS,46,0
164,ROSEMARY,46,0
165,COCONUT,46,0
166,CUCUMBER,45,0
167,RETURN,45,0
168,CORIANDER,44,0
169,SAGE,44,0
170,PER,44,0
171,WRAP,43,0
172,AROUND,43,0
173,WORK,43,0
174,PROCESSOR,43,0
175,BOILING,43,0
176,REPEAT,42,0
177,BOUILLON,42,0
178,SEASONED,42,0
179,TOPPED,42,0
180,LEAN,42,0
181,CARROT,42,0
182,CLEAN,42,0
183,SURFACE,41,0
184,BRUSH,41,0
185,WHEAT,41,0
186,PARCHMENT,41,0
187,END,41,0
188,QUICK,40,0
189,STUFFED,40,0
190,BARBECUE,39,0
191,FRIED,39,0
192,DOUGH,39,0
193,TURMERIC,38,0
194,ZEST,38,0
195,CINNAMON,38,0
196,DINNER,38,0
197,PLATTER,38,0
198,PLASTIC,38,0
199,CROCK,38,0
200,FLAT,38,0
201,ENJOY,38,0
202,FILL,37,0
203,TIP,37,0
204,ROMAINE,37,0
205,TORTILLA,37,0
206,GRAVY,36,0
207,SPICY,36,0
208,BROIL,36,0
209,DIVIDE,35,0
210,HEALTHY,35,0
211,START,35,0
212,COMPLETELY,35,0
213,VINAIGRETTE,35,0
214,THERMOMETER,35,0
215,ADJUST,34,0
216,GLUTEN,34,0
217,RESERVE,34,0
218,GRAPE,34,0
219,CRACKED,33,0
220,OPEN,33,0
221,PINE,33,0
222,RIB,33,0
223,MICROWAVE,33,0
224,RESERVED,33,0
225,MATZO,32,0
226,KALE,32,0
227,SIMPLE,32,0
228,PUREE,32,0
229,ACCORDING,32,0
230,CAREFULLY,32,0
231,COATED,32,0
232,CUTTING,31,0
233,BAKED,31,0
234,MARINATE,31,0
235,CHIP,31,0
236,EVERYTHING,31,0
237,MIXED,31,0
238,CHERRY,30,0
239,FLIP,30,0
240,EGGPLANT,30,0
241,BEAN,30,0
242,NUTMEG,30,0
243,SALTED,30,0
244,EAT,30,0
245,ICE,30,0
246,FAVORITE,30,0
247,GO,30,0
248,LENGTHWISE,30,0
249,TEXTURE,30,0
250,COUSCOUS,29,0
251,LONG,29,0
252,TRY,29,0
253,ALUMINUM,29,0
254,SLOWLY,29,0
255,WASH,29,0
256,GRAIN,29,0
257,MIXER,29,0
258,SQUEEZE,29,0
259,FOLD,28,0
260,STEW,28,0
261,INTERNAL,28,0
262,UNCOVERED,28,0
263,SYRUP,28,0
264,SUMMER,28,0
265,SHALLOW,28,0
266,FULLY,28,0
267,TOWEL,27,0
268,AWAY,27,0
269,PIE,27,0
270,FINE,27,0
271,PINEAPPLE,27,0
272,ARTICHOKE,27,0
273,LOVE,27,0
274,SANDWICH,27,0
275,SHRED,27,0
276,CRISPY,27,0
277,BLENDED,27,0
278,RIGHT,27,0
279,DEEP,26,0
280,FRUIT,26,0
281,PULSE,26,0
282,DIP,25,0
283,SIT,25,0
284,INSIDE,25,0
285,OVERNIGHT,25,0
286,VEGETARIAN,25,0
287,BRISKET,25,0
288,THINLY,25,0
289,STUFFING,25,0
290,FIND,24,0
291,FLAME,23,0
292,MAPLE,23,0
293,LEAVE,23,0
294,UNCOOKED,23,0
295,BLUE,23,0
296,BUTTERNUT,23,0
297,MUSHROOM,23,0
298,GRATE,23,0
299,FRAGRANT,23,0
300,GENEROUSLY,23,0
301,SPEED,23,0
302,SEPARATE,23,0
303,FORM,22,0
304,RELEASE,22,0
305,EXCESS,22,0
306,AHEAD,22,0
307,ATTACH,22,0
308,POSITION,22,0
309,ATTACHMENT,22,0
310,EASILY,22,0
311,TRANSLUCENT,22,0
312,TRAY,21,0
313,CIDER,21,0
314,SHALLOT,21,0
315,EVERY,21,0
316,BOARD,21,0
317,STEAM,21,0
318,SCRAPE,21,0
319,SAVORY,21,0
