,Name,Count,Cluster
0,CAKE,157,0
1,PAN,47,0
2,CHOCOLATE,45,0
3,VANILLA,28,0
4,BATTER,27,0
5,COOL,22,0
6,TOGETHER,19,0
7,SODA,18,0
8,POUR,17,0
9,SMOOTH,14,0
10,FROSTING,14,0
11,BEAT,14,0
12,TOOTHPICK,13,0
13,MIXER,13,0
14,ALLOW,13,0
15,CLEAN,13,0
16,PREHEAT,12,0
17,COCONUT,12,0
18,EGG,12,0
19,PARCHMENT,12,0
20,PAPER,12,0
21,CINNAMON,12,0
22,WHISK,11,0
23,MICROWAVE,11,0
24,RACK,11,0
25,PUMPKIN,10,0
26,PUDDING,10,0
27,SHEET,10,0
28,SPEED,10,0
29,PLATE,10,0
30,STAND,9,0
31,INSERTED,9,0
32,COMPLETELY,9,0
33,SIFT,9,0
34,ONTO,9,0
35,BUTTERMILK,9,0
36,POP,8,0
37,PASSOVER,8,0
38,SOUR,8,0
39,MELTED,8,0
40,NUTMEG,7,0
41,CHECK,7,0
42,SIDE,7,0
43,CENTER,7,0
44,MELT,7,0
45,TIP,7,0
46,FOLD,7,0
47,BLENDED,7,0
48,APPLESAUCE,6,0
49,FREEZER,6,0
50,ZEST,6,0
51,MOIST,6,0
52,PUT,6,0
53,BOX,6,0
54,FREEZE,6,0
55,LAYER,5,0
56,VEGETABLE,5,0
57,DESSERT,5,0
58,GREASE,5,0
59,MINUTE,5,0
60,PRO,5,0
61,RELEASE,5,0
62,COCOA,5,0
63,GENTLY,5,0
64,LEMON,5,0
65,BALL,5,0
66,WET,5,0
67,PIE,5,0
68,WHIPPED,5,0
69,SLICING,5,0
70,ROLL,4,0
71,STIR,4,0
72,DIP,4,0
73,DOUBLE,4,0
74,BOILER,4,0
75,TOPPING,4,0
76,THICK,4,0
77,X,4,0
78,HOUR,4,0
79,RUBBER,4,0
80,HIGH,4,0
81,FORM,4,0
82,COLD,4,0
83,LIBERALLY,4,0
84,TURN,4,0
85,RUN,4,0
86,INCORPORATED,4,0
87,EDGE,4,0
88,SCRAPING,4,0
89,UNSWEETENED,4,0
90,GINGER,4,0
91,WORK,4,0
92,PUREE,4,0
93,SCRAPE,4,0
94,ATTACHMENT,3,0
95,COVER,3,0
96,FLUFFY,3,0
97,STIFF,3,0
98,SPICE,3,0
99,DRIZZLE,3,0
100,WIRE,3,0
101,PREPARE,3,0
102,CARROT,3,0
103,TILL,3,0
104,COATED,3,0
105,PINEAPPLE,3,0
106,COVERED,3,0
107,CRUMBLE,3,0
108,END,3,0
109,OVERMIX,3,0
110,PLATTER,3,0
111,CRISPY,3,0
112,INSTANT,3,0
113,FUDGE,3,0
114,LOAF,3,0
115,STREAM,3,0
116,BEGIN,3,0
117,CRUMB,3,0
118,THOROUGHLY,3,0
119,ALMOND,3,0
120,CHEESE,3,0
121,SEPARATE,3,0
122,ACCORDING,3,0
123,DUST,3,0
124,REFRIGERATE,3,0
125,DAY,3,0
126,DESIRED,3,0
127,YOUD,3,0
128,SLOWLY,3,0
129,LINE,3,0
130,REPEAT,3,0
131,EXCESS,3,0
132,EASY,3,0
133,PROCESS,2,0
134,FITTED,2,0
135,REMOVING,2,0
136,WONT,2,0
137,HOMEMADE,2,0
138,REFRIGERATOR,2,0
139,RIGHT,2,0
140,POKE,2,0
141,PASTRY,2,0
142,TRY,2,0
143,MOLASSES,2,0
144,TREAT,2,0
145,IMPRESS,2,0
146,BLOCK,2,0
147,ROUND,2,0
